0.005,16.7
0.01,16.4
0.015,16.2
0.02,16.3
0.025,16.0
0.03,16.3
0.035,16.2
0.04,16.3
0.045,16.2
0.05,16.3
0.055,16.1
0.06,16.3
0.065,16.2
0.07,16.4
0.075,16.2
0.08,16.2
0.085,16.2
0.09,16.3
0.095,16.2
0.1,16.2
0.105,16.2
0.11,16.7
0.115,16.3
0.12,16.3
0.125,16.2
0.13,16.3
0.135,16.3
0.14,16.3
0.145,16.3
0.15,16.3
0.155,25.5
0.16,25.5
0.165,25.5
0.17,25.5
0.175,25.6
0.18,25.5
0.185,25.6
0.19,25.5
0.195,25.4
0.2,25.4
0.205,25.5
0.21,25.5
0.215,25.5
0.22,25.4
0.225,25.5
0.23,25.4
0.235,25.4
0.24,25.8
0.245,25.6
0.25,25.6
