0.005,91.6
0.01,90.8
0.015,90.7
0.02,89.5
0.025,91.8
0.03,90.3
0.035,90.0
0.04,90.8
0.045,88.8
0.05,85.0
0.055,87.2
0.06,90.2
0.065,90.2
0.07,89.3
0.075,89.8
0.08,85.9
0.085,88.9
0.09,94.7
0.095,91.1
0.1,88.3
0.105,87.5
0.11,87.6
0.115,87.1
0.12,92.1
0.125,89.0
0.13,92.0
0.135,93.3
0.14,86.3
0.145,87.0
0.15,84.6
0.155,49.0
0.16,48.6
0.165,50.0
0.17,49.0
0.175,48.8
0.18,48.4
0.185,47.9
0.19,49.5
0.195,49.3
0.2,50.5
0.205,49.9
0.21,50.0
0.215,49.2
0.22,49.9
0.225,49.4
0.23,49.7
0.235,50.4
0.24,50.4
0.245,50.0
0.25,48.7
