0.005,43.3
0.01,41.9
0.015,41.5
0.02,41.6
0.025,42.7
0.03,41.5
0.035,41.5
0.04,41.9
0.045,41.8
0.05,41.7
0.055,41.6
0.06,41.6
0.065,41.5
0.07,41.7
0.075,41.5
0.08,41.5
0.085,41.6
0.09,41.5
0.095,41.4
0.1,42.1
0.105,41.6
0.11,41.6
0.115,41.4
0.12,41.3
0.125,41.3
0.13,41.9
0.135,41.5
0.14,41.4
0.145,42.4
0.15,41.4
0.155,45.1
0.16,45.2
0.165,45.1
0.17,45.0
0.175,44.9
0.18,45.1
0.185,45.1
0.19,45.1
0.195,45.3
0.2,44.9
0.205,45.2
0.21,44.9
0.215,45.1
0.22,48.2
0.225,46.3
0.23,45.3
0.235,45.2
0.24,44.9
0.245,44.8
0.25,45.2
