0.005,44.8
0.01,44.3
0.015,43.5
0.02,43.2
0.025,43.7
0.03,42.4
0.035,42.6
0.04,44.2
0.045,42.9
0.05,42.9
0.055,42.2
0.06,42.8
0.065,42.7
0.07,42.7
0.075,41.8
0.08,43.7
0.085,42.0
0.09,44.0
0.095,44.1
0.1,47.2
0.105,42.3
0.11,44.9
0.115,44.7
0.12,42.0
0.125,42.1
0.13,43.0
0.135,42.1
0.14,43.0
0.145,43.0
0.15,44.9
0.155,47.9
0.16,47.8
0.165,48.4
0.17,47.5
0.175,47.9
0.18,47.9
0.185,49.2
0.19,47.9
0.195,47.8
0.2,47.8
0.205,47.7
0.21,47.7
0.215,47.4
0.22,50.4
0.225,50.7
0.23,49.7
0.235,57.1
0.24,49.0
0.245,53.8
0.25,50.2
