0.005,18.1
0.01,18.0
0.015,16.2
0.02,16.7
0.025,16.9
0.03,17.6
0.035,16.5
0.04,16.9
0.045,17.7
0.05,17.5
0.055,17.1
0.06,17.1
0.065,17.3
0.07,17.4
0.075,17.5
0.08,17.3
0.085,17.1
0.09,17.4
0.095,17.7
0.1,16.9
0.105,17.1
0.11,17.3
0.115,17.7
0.12,16.9
0.125,17.2
0.13,16.9
0.135,16.4
0.14,16.5
0.145,16.5
0.15,16.5
0.155,26.0
0.16,26.1
0.165,26.2
0.17,26.1
0.175,25.8
0.18,26.3
0.185,26.3
0.19,25.6
0.195,25.9
0.2,25.6
0.205,25.8
0.21,25.7
0.215,25.7
0.22,25.7
0.225,25.6
0.23,25.6
0.235,25.5
0.24,25.5
0.245,25.6
0.25,25.6
