0.005,45.3
0.01,46.0
0.015,44.9
0.02,45.8
0.025,46.3
0.03,45.5
0.035,46.0
0.04,46.1
0.045,46.7
0.05,46.3
0.055,45.9
0.06,43.8
0.065,43.1
0.07,43.0
0.075,42.8
0.08,42.8
0.085,43.1
0.09,43.2
0.095,43.0
0.1,43.2
0.105,43.4
0.11,43.2
0.115,43.5
0.12,43.4
0.125,43.2
0.13,44.5
0.135,42.7
0.14,43.1
0.145,42.9
0.15,42.8
0.155,30.2
0.16,30.1
0.165,29.7
0.17,29.9
0.175,30.1
0.18,29.9
0.185,29.9
0.19,30.0
0.195,29.9
0.2,29.9
0.205,29.6
0.21,30.5
0.215,30.0
0.22,30.0
0.225,30.2
0.23,30.2
0.235,30.4
0.24,31.2
0.245,30.2
0.25,30.1
