0.005,14.7
0.01,14.6
0.015,14.5
0.02,14.6
0.025,14.7
0.03,14.5
0.035,14.6
0.04,14.5
0.045,14.5
0.05,14.9
0.055,14.5
0.06,14.6
0.065,14.5
0.07,14.4
0.075,14.5
0.08,14.6
0.085,14.6
0.09,14.7
0.095,14.5
0.1,14.6
0.105,14.8
0.11,14.5
0.115,14.6
0.12,14.5
0.125,14.6
0.13,15.0
0.135,15.0
0.14,15.7
0.145,15.3
0.15,14.8
0.155,23.4
0.16,22.4
0.165,22.6
0.17,22.4
0.175,22.4
0.18,22.4
0.185,22.3
0.19,22.7
0.195,22.3
0.2,22.4
0.205,22.3
0.21,22.2
0.215,22.5
0.22,22.2
0.225,22.2
0.23,22.1
0.235,22.6
0.24,22.5
0.245,22.4
0.25,22.4
