0.005,44.0
0.01,23.0
0.015,17.1
0.02,17.5
0.025,16.2
0.03,16.5
0.035,16.2
0.04,16.6
0.045,16.3
0.05,16.4
0.055,16.1
0.06,16.4
0.065,16.3
0.07,16.6
0.075,16.0
0.08,17.4
0.085,16.2
0.09,16.7
0.095,16.3
0.1,17.0
0.105,16.2
0.11,16.7
0.115,16.5
0.12,16.9
0.125,16.7
0.13,16.4
0.135,16.3
0.14,16.3
0.145,16.4
0.15,16.4
0.155,26.0
0.16,25.7
0.165,26.2
0.17,26.2
0.175,25.8
0.18,25.5
0.185,25.8
0.19,25.7
0.195,26.0
0.2,25.6
0.205,25.7
0.21,25.6
0.215,25.4
0.22,25.6
0.225,25.6
0.23,25.6
0.235,26.0
0.24,27.1
0.245,26.3
0.25,25.8
